Peak-Trough-X-50.0
0.200000,  -122.000000
0.050000,  -273.000000 
0.300000,  -196.000000
0.250000,  -364.000000 
0.400000,  -127.000000
0.350000,  -259.000000 
0.500000,  109.000000
0.450000,  -712.000000 
0.700000,  -144.000000
0.600000,  -461.000000 
0.850000,  -87.000000
0.750000,  -293.000000 
0.950000,  166.000000
0.900000,  -316.000000 
1.100000,  -95.000000
1.050000,  -178.000000 
1.200000,  -121.000000
1.150000,  -327.000000 
1.300000,  240.000000
1.250000,  -523.000000 
1.400000,  -42.000000
1.350000,  -538.000000 
1.550000,  -61.000000
1.500000,  -356.000000 
1.650000,  -27.000000
1.600000,  -134.000000 
1.800000,  -54.000000
1.750000,  -229.000000 
1.900000,  -18.000000
1.850000,  -130.000000 
2.000000,  -203.000000
1.950000,  -327.000000 
2.150000,  -142.000000
2.100000,  -315.000000 
2.300000,  -12.000000
2.250000,  -464.000000 
2.500000,  -175.000000
2.400000,  -413.000000 
2.600000,  58.000000
2.550000,  -277.000000 
2.750000,  -100.000000
2.700000,  -297.000000 
2.950000,  -110.000000
2.850000,  -365.000000 
3.100000,  -53.000000
3.050000,  -579.000000 
3.250000,  -205.000000
3.150000,  -515.000000 
3.350000,  -192.000000
3.300000,  -291.000000 
3.500000,  -24.000000
3.400000,  -267.000000 
3.650000,  -78.000000
3.600000,  -483.000000 
3.750000,  -1.000000
3.700000,  -338.000000 
3.850000,  25.000000
3.800000,  -632.000000 
3.950000,  -155.000000
3.900000,  -477.000000 
4.100000,  -29.000000
4.050000,  -416.000000 
4.250000,  -100.000000
4.150000,  -569.000000 
4.450000,  101.000000
4.300000,  -400.000000 
4.600000,  -24.000000
4.550000,  -472.000000 
4.750000,  -19.000000
4.650000,  -172.000000 
4.900000,  -37.000000
4.850000,  -327.000000 
5.000000,  -67.000000
4.950000,  -327.000000 
5.150000,  7.000000
5.050000,  -365.000000 
5.250000,  53.000000
5.200000,  -209.000000 
5.400000,  111.000000
5.350000,  -267.000000 
5.600000,  -131.000000
5.500000,  -316.000000 
5.750000,  -145.000000
5.650000,  -334.000000 
6.050000,  -277.000000
5.950000,  -525.000000 
6.200000,  -8.000000
6.100000,  -503.000000 
6.350000,  -93.000000
6.300000,  -274.000000 
6.550000,  -139.000000
6.400000,  -244.000000 
6.700000,  -165.000000
6.600000,  -312.000000 
6.800000,  -59.000000
6.750000,  -503.000000 
6.900000,  -46.000000
6.850000,  -318.000000 
7.050000,  45.000000
7.000000,  -221.000000 
7.250000,  -82.000000
7.150000,  -413.000000 
7.400000,  -155.000000
7.350000,  -273.000000 
7.600000,  -233.000000
7.450000,  -562.000000 
7.800000,  -208.000000
7.750000,  -513.000000 
8.050000,  -161.000000
7.900000,  -449.000000 
8.250000,  -159.000000
8.150000,  -312.000000 
8.450000,  37.000000
8.400000,  -584.000000 
8.550000,  -53.000000
8.500000,  -639.000000 
,,,8.600000,  -561.000000 
