Sample Time, Accel_x, Accel_y, Accel_z, Gyro_x, Gyro_y, Gyro_z, Magneto_x, Magneto_y, Magneto_z
0.000000, 0.115234, -4.415769, 0.230468, -245.000000, -107.000000, -142.000000, -154.000000, 473.000000
0.050000, 0.195148, -19.966492, 1.090919, -604.000000, -82.000000, -522.000000, -151.000000, 456.000000
0.100000, 1.342096, -56.994888, 2.394958, -857.000000, -265.000000, -796.000000, -141.000000, 435.000000
0.150000, 4.706711, -122.465111, 3.508655, -984.000000, -284.000000, -1006.000000, -129.000000, 419.000000
0.200000, 14.556570, -217.738281, 1.894733, -1217.000000, -156.000000, -1193.000000, -130.000000, 397.000000
0.250000, 35.227295, -333.331879, -6.370589, -1330.000000, -119.000000, -1189.000000, -148.000000, 367.000000
0.300000, 72.594177, -448.957245, -26.672375, -1285.000000, -146.000000, -1332.000000, -177.000000, 334.000000
0.350000, 130.465973, -538.482178, -64.376152, -1248.000000, 109.000000, -1341.000000, -219.000000, 302.000000
0.400000, 210.159409, -578.095947, -122.638626, -1190.000000, 88.000000, -1292.000000, -264.000000, 283.000000
0.450000, 309.256561, -553.663330, -201.177246, -1053.000000, -80.000000, -1145.000000, -312.000000, 256.000000
0.500000, 420.266266, -465.104858, -294.923553, -931.000000, -95.000000, -1110.000000, -357.000000, 236.000000
0.550000, 532.974854, -326.357330, -394.849976, -891.000000, 86.000000, -1053.000000, -418.000000, 215.000000
0.600000, 635.790649, -161.502594, -489.624756, -770.000000, -212.000000, -840.000000, -468.000000, 221.000000
0.650000, 717.274048, 2.412704, -568.043579, -658.000000, 7.000000, -778.000000, -498.000000, 226.000000
0.700000, 770.001953, 142.283417, -621.999695, -443.000000, -89.000000, -540.000000, -529.000000, 224.000000
0.750000, 790.176392, 244.791412, -647.945312, -347.000000, -94.000000, -319.000000, -565.000000, 229.000000
0.800000, 780.678772, 307.517761, -647.653931, -135.000000, -9.000000, -191.000000, -574.000000, 230.000000
0.850000, 747.980713, 338.015778, -627.092163, 12.000000, 16.000000, -47.000000, -571.000000, 239.000000
0.900000, 701.593567, 349.007019, -594.694336, 123.000000, 87.000000, 44.000000, -565.000000, 226.000000
0.950000, 651.240662, 353.247375, -558.980835, 209.000000, 35.000000, 219.000000, -559.000000, 217.000000
1.000000, 604.403076, 359.381531, -526.582214, 329.000000, 177.000000, 294.000000, -549.000000, 229.000000
1.050000, 565.752808, 369.546082, -501.226135, 399.000000, 107.000000, 483.000000, -531.000000, 224.000000
1.100000, 537.203308, 379.913025, -483.740784, 555.000000, 32.000000, 616.000000, -498.000000, 218.000000
