Sample Time, Accel_x, Accel_y, Accel_z, Gyro_x, Gyro_y, Gyro_z, Magneto_x, Magneto_y, Magneto_z
0.000000, -0.926482, -3.830380, -1.516480, 1212.000000, -44.000000, 1475.000000, -63.000000, 594.000000
0.050000, -3.080492, -16.933929, -4.686978, 1056.000000, -723.000000, 1450.000000, -96.000000, 615.000000
0.100000, -8.002787, -50.076748, -12.053175, 532.000000, -1474.000000, 1030.000000, -126.000000, 609.000000
0.150000, -17.087574, -112.783585, -22.166513, -194.000000, -481.000000, -87.000000, -141.000000, 611.000000
0.200000, -30.710388, -211.721252, -34.591488, -828.000000, -382.000000, -779.000000, -120.000000, 582.000000
0.250000, -48.314480, -343.934875, -43.878468, -1094.000000, 137.000000, -1039.000000, -82.000000, 548.000000
0.300000, -66.851883, -493.695648, -46.581669, -1071.000000, -256.000000, -1355.000000, -55.000000, 522.000000
0.350000, -80.981674, -636.019653, -39.299675, -1346.000000, -315.000000, -1673.000000, -43.000000, 488.000000
0.400000, -83.814957, -740.965698, -23.999369, -1625.000000, -305.000000, -1869.000000, -51.000000, 447.000000
0.450000, -66.091827, -783.370117, -8.058973, -1752.000000, -240.000000, -1827.000000, -67.000000, 414.000000
0.500000, -20.096310, -749.037109, -4.603960, -1589.000000, -293.000000, -1525.000000, -115.000000, 380.000000
0.550000, 59.576843, -639.484070, -28.810965, -1584.000000, -7.000000, -1224.000000, -162.000000, 344.000000
0.600000, 173.845764, -471.837463, -92.387596, -1558.000000, -43.000000, -966.000000, -220.000000, 335.000000
0.650000, 316.058533, -274.708008, -199.793427, -1334.000000, -88.000000, -816.000000, -291.000000, 340.000000
0.700000, 473.537720, -81.497620, -344.438171, -964.000000, -150.000000, -524.000000, -336.000000, 332.000000
0.750000, 627.890747, 77.259560, -509.467133, -475.000000, -76.000000, -356.000000, -382.000000, 337.000000
0.800000, 759.747009, 180.711517, -671.171021, -144.000000, -216.000000, 60.000000, -391.000000, 340.000000
0.850000, 852.930664, 222.189484, -805.549316, 259.000000, -143.000000, 290.000000, -387.000000, 344.000000
0.900000, 898.805847, 209.725555, -894.736694, 577.000000, -149.000000, 609.000000, -352.000000, 346.000000
0.950000, 898.387146, 162.557388, -931.482788, 1017.000000, -223.000000, 784.000000, -309.000000, 361.000000
1.000000, 862.001648, 104.990372, -920.757935, 1239.000000, -240.000000, 1072.000000, -259.000000, 368.000000
1.050000, 805.371399, 58.379429, -877.072693, 1488.000000, -160.000000, 1099.000000, -196.000000, 380.000000
1.100000, 744.246094, 35.254574, -819.369385, 1451.000000, -172.000000, 1304.000000, -148.000000, 407.000000
1.150000, 690.891663, 35.926037, -764.299194, 1596.000000, -117.000000, 1302.000000, -102.000000, 438.000000
1.200000, 648.945068, 50.083126, -721.150024, 1663.000000, 58.000000, 1349.000000, -66.000000, 465.000000
1.250000, 614.785278, 61.058048, -689.046265, 1676.000000, 212.000000, 1436.000000, -63.000000, 512.000000
1.300000, 578.510132, 52.308670, -658.310730, 1523.000000, 206.000000, 1444.000000, -66.000000, 551.000000
1.350000, 528.660889, 13.231289, -614.188538, 1374.000000, 36.000000, 1362.000000, -79.000000, 585.000000
1.400000, 456.150452, -57.854977, -542.435547, 1396.000000, -385.000000, 994.000000, -96.000000, 611.000000
1.450000, 353.940247, -155.338516, -434.568237, 1299.000000, -844.000000, 849.000000, -145.000000, 597.000000
1.500000, 221.130325, -270.092896, -291.614594, 466.000000, -116.000000, 763.000000, -217.000000, 603.000000
1.550000, 62.785439, -392.011963, -125.181870, -336.000000, -1311.000000, -936.000000, -210.000000, 602.000000
1.600000, -108.216354, -511.963379, 45.287163, -1066.000000, -93.000000, -889.000000, -163.000000, 570.000000
1.650000, -271.316498, -620.824585, 196.234833, -1219.000000, 443.000000, -1269.000000, -117.000000, 534.000000
1.700000, -403.630310, -709.918335, 304.520020, -1705.000000, 1195.000000, -1510.000000, -73.000000, 483.000000
1.750000, -481.821869, -768.703735, 354.553589, -1774.000000, -496.000000, -1894.000000, -54.000000, 453.000000
1.800000, -492.057373, -787.933350, 340.002899, -2122.000000, 326.000000, -2183.000000, -61.000000, 428.000000
1.850000, -431.386292, -760.353943, 266.747620, -2083.000000, -142.000000, -2177.000000, -112.000000, 377.000000
1.900000, -309.218933, -683.362061, 147.204071, -2202.000000, -457.000000, -1823.000000, -186.000000, 346.000000
1.950000, -143.092590, -558.195068, -1.103638, -2053.000000, -440.000000, -1549.000000, -273.000000, 337.000000
2.000000, 46.237991, -391.050476, -161.748505, -1826.000000, -518.000000, -1285.000000, -375.000000, 343.000000
2.050000, 238.606110, -192.812775, -322.436310, -1549.000000, -452.000000, -1037.000000, -460.000000, 347.000000
2.100000, 417.703735, 20.762115, -476.005463, -1099.000000, -419.000000, -812.000000, -535.000000, 368.000000
2.150000, 571.304810, 229.928452, -618.666138, -762.000000, -614.000000, -282.000000, -571.000000, 389.000000
2.200000, 690.152710, 412.968750, -747.797729, -307.000000, -403.000000, 98.000000, -597.000000, 401.000000
2.250000, 769.265869, 550.471436, -859.216553, 315.000000, -300.000000, 265.000000, -586.000000, 423.000000
2.300000, 806.848999, 630.183472, -947.414307, 568.000000, -440.000000, 683.000000, -568.000000, 423.000000
2.350000, 805.561584, 650.616577, -1005.430237, 970.000000, -276.000000, 947.000000, -517.000000, 429.000000
2.400000, 771.480347, 621.900757, -1028.260010, 1259.000000, -246.000000, 1054.000000, -447.000000, 431.000000
2.450000, 714.065674, 563.271179, -1014.706055, 1463.000000, -252.000000, 1153.000000, -378.000000, 426.000000
